,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,marketing_strategy,total_nights,total_revenue
1039,City Hotel,0,2,2015,November,46,9,1,2,1,0,0,BB,USA,Complementary,Direct,0,0,0,A,A,0,No Deposit,45.0,234.0,0,Group,79.0,0,0,Check-Out,12-11-2015,Last-Minute Deal,3,237.0
1040,City Hotel,0,0,2015,November,46,9,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,234.0,0,Contract,106.0,1,1,Check-Out,13-11-2015,Last-Minute Deal + Special Request Bonus,4,424.0
1041,City Hotel,0,0,2015,November,47,19,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,3,No Deposit,74.78223350253808,234.0,0,Transient,99.0,0,0,Check-Out,20-11-2015,Last-Minute Deal,1,99.0
1042,City Hotel,0,70,2015,November,48,26,0,3,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,234.0,0,Transient,46.33,0,0,Check-Out,29-11-2015,Early Booking Discount,3,138.99
1043,City Hotel,0,6,2015,December,49,1,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,81.0,0,1,Check-Out,02-12-2015,Last-Minute Deal + Special Request Bonus,1,81.0
1044,City Hotel,0,31,2015,December,51,19,0,1,2,1,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,51.97,0,1,Check-Out,20-12-2015,Early Booking Discount + Special Request Bonus,1,51.97
1045,City Hotel,0,31,2015,December,51,19,0,1,3,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,7.0,234.0,0,Transient,76.23,0,1,Check-Out,20-12-2015,Early Booking Discount + Special Request Bonus,1,76.23
1046,City Hotel,0,83,2015,December,53,27,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,85.5,0,2,Check-Out,30-12-2015,Early Booking Discount + Special Request Bonus,3,256.5
1047,City Hotel,0,57,2015,December,52,25,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,234.0,0,Transient,72.47,0,0,Check-Out,01-01-2016,Early Booking Discount,7,507.28999999999996
1048,City Hotel,0,52,2015,December,53,31,0,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,234.0,0,Contract,207.0,1,2,Check-Out,02-01-2016,Early Booking Discount + Special Request Bonus,2,414.0
1049,City Hotel,0,71,2015,December,53,29,0,5,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,234.0,0,Transient,112.58,0,1,Check-Out,03-01-2016,Early Booking Discount + Special Request Bonus,5,562.9
1050,City Hotel,0,27,2016,January,2,5,0,1,1,0,0,SC,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,234.0,0,Transient,64.8,0,0,Check-Out,06-01-2016,Generic Marketing,1,64.8
1051,City Hotel,0,80,2016,January,2,7,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,234.0,0,Transient,87.32,0,0,Check-Out,08-01-2016,Early Booking Discount,1,87.32
1052,City Hotel,0,0,2016,January,3,10,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152.0,234.0,0,Transient,54.02,0,0,Check-Out,11-01-2016,Last-Minute Deal,1,54.02
1053,City Hotel,0,48,2016,January,2,8,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,234.0,0,Transient,84.45,0,1,Check-Out,15-01-2016,Early Booking Discount + Special Request Bonus,7,591.15
1054,City Hotel,0,5,2016,January,3,15,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,80.3,0,2,Check-Out,18-01-2016,Last-Minute Deal + Special Request Bonus,3,240.89999999999998
1055,City Hotel,0,36,2016,January,4,19,0,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,19.0,234.0,0,Transient-Party,71.0,0,0,Check-Out,21-01-2016,Early Booking Discount,2,142.0
1056,City Hotel,0,1,2016,January,3,15,2,6,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,82.45,0,1,Check-Out,23-01-2016,Last-Minute Deal + Special Request Bonus,8,659.6
1057,City Hotel,0,9,2016,January,5,29,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,234.0,0,Transient-Party,78.25,0,1,Check-Out,31-01-2016,Generic Marketing + Special Request Bonus,2,156.5
1058,City Hotel,0,9,2016,February,6,3,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,90.0,0,0,Check-Out,04-02-2016,Generic Marketing,1,90.0
1059,City Hotel,0,2,2016,February,6,1,1,3,2,0,1,BB,USA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,234.0,0,Transient,93.0,0,2,Check-Out,05-02-2016,Last-Minute Deal + Special Request Bonus,4,372.0
1060,City Hotel,0,15,2016,February,6,5,1,2,1,0,0,BB,USA,Corporate,Corporate,0,0,0,G,G,2,No Deposit,74.78223350253808,183.0,0,Transient-Party,100.0,0,0,Check-Out,08-02-2016,Generic Marketing,3,300.0
1061,City Hotel,0,0,2016,February,7,10,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,79.0,0,0,Check-Out,11-02-2016,Last-Minute Deal,1,79.0
1062,City Hotel,0,0,2016,February,7,11,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,74.78223350253808,234.0,0,Transient,91.0,0,0,Check-Out,12-02-2016,Last-Minute Deal,1,91.0
1063,City Hotel,0,15,2016,February,7,12,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,234.0,0,Transient,40.67,0,0,Check-Out,15-02-2016,Generic Marketing,3,122.01
1064,City Hotel,0,3,2016,February,7,13,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,60.83,0,0,Check-Out,15-02-2016,Last-Minute Deal,2,121.66
1065,City Hotel,0,87,2016,February,8,15,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,234.0,0,Transient,62.1,0,0,Check-Out,17-02-2016,Early Booking Discount,2,124.2
1066,City Hotel,0,1,2016,February,8,19,0,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,234.0,0,Transient,173.0,0,0,Check-Out,20-02-2016,Last-Minute Deal,1,173.0
1067,City Hotel,0,22,2016,February,8,19,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,81.0,0,1,Check-Out,21-02-2016,Generic Marketing + Special Request Bonus,2,162.0
1068,City Hotel,0,5,2016,February,9,25,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,81.0,0,2,Check-Out,26-02-2016,Last-Minute Deal + Special Request Bonus,1,81.0
1069,City Hotel,0,0,2016,February,9,27,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,234.0,0,Transient,89.0,0,1,Check-Out,28-02-2016,Last-Minute Deal + Special Request Bonus,1,89.0
1070,City Hotel,0,0,2016,February,9,27,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,234.0,0,Transient,89.0,0,0,Check-Out,28-02-2016,Last-Minute Deal,1,89.0
1071,City Hotel,0,9,2016,March,11,7,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,90.0,0,1,Check-Out,08-03-2016,Generic Marketing + Special Request Bonus,1,90.0
1072,City Hotel,0,78,2016,March,11,7,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,234.0,0,Transient,65.58,0,0,Check-Out,10-03-2016,Early Booking Discount,3,196.74
1073,City Hotel,0,56,2016,March,11,9,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,234.0,0,Transient,78.3,0,0,Check-Out,11-03-2016,Early Booking Discount,2,156.6
1074,City Hotel,0,3,2016,March,11,8,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,234.0,0,Transient,91.0,0,1,Check-Out,11-03-2016,Last-Minute Deal + Special Request Bonus,3,273.0
1075,City Hotel,0,44,2016,March,11,9,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,71.1,0,1,Check-Out,12-03-2016,Early Booking Discount + Special Request Bonus,3,213.29999999999998
1076,City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129.0,234.0,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,252.99
1077,City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129.0,234.0,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,252.99
1078,City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129.0,234.0,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,252.99
1079,City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129.0,234.0,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,252.99
1080,City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129.0,234.0,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,252.99
1081,City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129.0,234.0,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,252.99
1082,City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,129.0,234.0,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,252.99
1083,City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129.0,234.0,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,252.99
1084,City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129.0,234.0,0,Transient-Party,42.17,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,126.51
1085,City Hotel,0,133,2016,March,11,11,1,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,129.0,234.0,0,Transient-Party,74.67,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,224.01
1086,City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,129.0,234.0,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,252.99
1087,City Hotel,0,62,2016,March,11,11,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,60.29,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,180.87
1088,City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129.0,234.0,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016,Early Booking Discount + Special Request Bonus,3,252.99
1089,City Hotel,0,52,2016,March,12,13,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,234.0,0,Transient,51.0,0,0,Check-Out,17-03-2016,Early Booking Discount,4,204.0
1090,City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,234.0,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,279.99
1091,City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,234.0,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,279.99
1092,City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,234.0,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,279.99
1093,City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,234.0,0,Transient-Party,79.17,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,237.51
1094,City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,234.0,0,Transient-Party,79.17,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,237.51
1095,City Hotel,0,64,2016,March,12,18,2,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient-Party,93.5,0,0,Check-Out,22-03-2016,Early Booking Discount,4,374.0
1096,City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,234.0,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,279.99
1097,City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,234.0,0,Transient-Party,79.17,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,237.51
1098,City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,234.0,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,279.99
1099,City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,234.0,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,279.99
1100,City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,234.0,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,279.99
1101,City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,234.0,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,279.99
1102,City Hotel,0,6,2016,March,12,19,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,177.0,0,1,Check-Out,22-03-2016,Last-Minute Deal + Special Request Bonus,3,531.0
1103,City Hotel,0,0,2016,March,13,26,0,1,3,0,0,SC,USA,Online TA,TA/TO,1,0,1,A,D,1,No Deposit,74.78223350253808,234.0,0,Transient,135.0,0,1,Check-Out,27-03-2016,Last-Minute Deal + Special Request Bonus,1,135.0
1104,City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,234.0,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,279.99
1105,City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,234.0,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,279.99
1106,City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,234.0,0,Transient-Party,0.0,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,0.0
1107,City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,234.0,0,Transient-Party,79.17,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,237.51
1108,City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,234.0,0,Transient-Party,79.17,0,0,Check-Out,22-03-2016,Last-Minute Deal,3,237.51
1109,City Hotel,0,145,2016,March,12,19,2,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,60.98,0,0,Check-Out,22-03-2016,Early Booking Discount,3,182.94
1110,City Hotel,0,49,2016,March,13,23,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,110.0,1,0,Check-Out,24-03-2016,Early Booking Discount,1,110.0
1111,City Hotel,0,45,2016,March,12,15,2,8,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,4,No Deposit,7.0,234.0,0,Transient,217.75,0,3,Check-Out,25-03-2016,Early Booking Discount + Special Request Bonus,10,2177.5
1112,City Hotel,0,49,2016,March,12,19,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,106.25,0,1,Check-Out,25-03-2016,Early Booking Discount + Special Request Bonus,6,637.5
1113,City Hotel,0,11,2016,March,13,24,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,182.0,0,2,Check-Out,26-03-2016,Generic Marketing + Special Request Bonus,2,364.0
1114,City Hotel,0,11,2016,March,13,24,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,161.0,0,1,Check-Out,26-03-2016,Generic Marketing + Special Request Bonus,2,322.0
1115,City Hotel,0,23,2016,March,13,25,0,1,2,1,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,234.0,0,Transient,285.0,0,0,Check-Out,26-03-2016,Generic Marketing,1,285.0
1116,City Hotel,0,0,2016,March,13,26,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,74.78223350253808,234.0,0,Transient,89.0,0,0,Check-Out,28-03-2016,Last-Minute Deal,2,178.0
1117,City Hotel,0,0,2016,March,13,26,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,134.0,0,0,Check-Out,28-03-2016,Last-Minute Deal,2,268.0
1118,City Hotel,0,39,2016,March,14,28,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,117.9,0,1,Check-Out,29-03-2016,Early Booking Discount + Special Request Bonus,1,117.9
1119,City Hotel,0,73,2016,March,14,29,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,7.0,234.0,0,Transient,60.29,0,1,Check-Out,31-03-2016,Early Booking Discount + Special Request Bonus,2,120.58
1120,City Hotel,0,2,2016,March,14,28,1,3,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,91.5,0,1,Check-Out,01-04-2016,Last-Minute Deal + Special Request Bonus,4,366.0
1121,City Hotel,0,0,2016,March,14,28,1,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,114.0,1,0,Check-Out,02-04-2016,Last-Minute Deal,5,570.0
1122,City Hotel,0,0,2016,April,14,1,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,152.0,234.0,0,Transient,75.42,0,0,Check-Out,03-04-2016,Last-Minute Deal,2,150.84
1123,City Hotel,0,0,2016,April,15,3,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,89.0,0,0,Check-Out,04-04-2016,Last-Minute Deal,1,89.0
1124,City Hotel,0,1,2016,April,15,4,1,0,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,99.0,0,0,Check-Out,05-04-2016,Last-Minute Deal,1,99.0
1125,City Hotel,0,10,2016,April,15,3,2,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,89.0,0,1,Check-Out,05-04-2016,Generic Marketing + Special Request Bonus,2,178.0
1126,City Hotel,0,28,2016,April,15,6,0,1,1,0,0,BB,USA,Corporate,Corporate,0,0,0,D,F,1,No Deposit,74.78223350253808,197.0,0,Transient,90.0,0,1,Check-Out,07-04-2016,Generic Marketing + Special Request Bonus,1,90.0
1127,City Hotel,0,23,2017,March,11,12,1,0,2,0,0,BB,USA,Corporate,Corporate,1,0,1,A,A,0,No Deposit,74.78223350253808,197.0,0,Transient,85.0,0,1,Check-Out,13-03-2017,Generic Marketing + Special Request Bonus,1,85.0
1128,City Hotel,0,64,2016,April,15,8,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,94.5,0,1,Check-Out,09-04-2016,Early Booking Discount + Special Request Bonus,1,94.5
1129,City Hotel,0,3,2016,April,15,7,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,234.0,0,Transient,185.57,0,0,Check-Out,09-04-2016,Last-Minute Deal,2,371.14
1130,City Hotel,0,31,2016,April,15,9,0,1,1,0,0,BB,USA,Corporate,Corporate,0,0,0,D,D,0,No Deposit,74.78223350253808,197.0,0,Transient,90.0,0,1,Check-Out,10-04-2016,Early Booking Discount + Special Request Bonus,1,90.0
1131,City Hotel,0,11,2016,April,16,10,1,0,1,0,0,BB,USA,Corporate,Corporate,0,0,0,D,E,0,No Deposit,74.78223350253808,197.0,0,Transient,90.0,0,1,Check-Out,11-04-2016,Generic Marketing + Special Request Bonus,1,90.0
1132,City Hotel,0,7,2016,April,16,10,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,234.0,0,Transient,124.0,0,1,Check-Out,12-04-2016,Generic Marketing + Special Request Bonus,2,248.0
1133,City Hotel,0,55,2016,April,16,12,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,234.0,0,Transient-Party,94.5,0,0,Check-Out,13-04-2016,Early Booking Discount,1,94.5
1134,City Hotel,0,55,2016,April,16,12,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,234.0,0,Transient-Party,94.5,0,0,Check-Out,13-04-2016,Early Booking Discount,1,94.5
1135,City Hotel,0,94,2016,April,16,12,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient-Party,96.3,0,1,Check-Out,14-04-2016,Early Booking Discount + Special Request Bonus,2,192.6
1136,City Hotel,0,94,2016,April,16,12,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient-Party,96.3,0,1,Check-Out,14-04-2016,Early Booking Discount + Special Request Bonus,2,192.6
1137,City Hotel,0,94,2016,April,16,12,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient-Party,96.3,0,1,Check-Out,14-04-2016,Early Booking Discount + Special Request Bonus,2,192.6
1138,City Hotel,0,14,2016,April,16,15,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,142.0,0,1,Check-Out,17-04-2016,Generic Marketing + Special Request Bonus,2,284.0
1139,City Hotel,0,1,2016,April,16,16,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,77.77,0,1,Check-Out,18-04-2016,Last-Minute Deal + Special Request Bonus,2,155.54
1140,City Hotel,0,40,2016,April,17,18,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,109.8,0,0,Check-Out,19-04-2016,Early Booking Discount,1,109.8
1141,City Hotel,0,61,2016,April,16,16,2,1,3,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,234.0,0,Transient,151.3,0,3,Check-Out,19-04-2016,Early Booking Discount + Special Request Bonus,3,453.90000000000003
1142,City Hotel,0,1,2016,April,17,18,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,111.0,0,0,Check-Out,19-04-2016,Last-Minute Deal,1,111.0
1143,City Hotel,0,0,2016,April,17,19,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,74.78223350253808,234.0,0,Transient,109.0,0,0,Check-Out,20-04-2016,Last-Minute Deal,1,109.0
1144,City Hotel,0,38,2016,April,17,17,2,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,68.14,0,1,Check-Out,20-04-2016,Early Booking Discount + Special Request Bonus,3,204.42000000000002
1145,City Hotel,0,34,2016,April,17,22,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,234.0,0,Transient,105.3,0,1,Check-Out,23-04-2016,Early Booking Discount + Special Request Bonus,1,105.3
1146,City Hotel,0,16,2016,April,17,22,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,119.0,0,1,Check-Out,23-04-2016,Generic Marketing + Special Request Bonus,1,119.0
1147,City Hotel,0,37,2016,April,17,23,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,234.0,0,Transient,94.5,0,0,Check-Out,25-04-2016,Early Booking Discount,2,189.0
1148,City Hotel,0,1,2016,April,17,23,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,104.0,0,0,Check-Out,25-04-2016,Last-Minute Deal,2,208.0
1149,City Hotel,0,31,2016,April,17,23,2,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,83.0,234.0,0,Transient,87.04,0,0,Check-Out,26-04-2016,Early Booking Discount,3,261.12
