hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,241,2015,October,43,19,1,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,50,0,0,Check-Out,22-10-2015
City Hotel,0,241,2015,October,43,19,1,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,50,0,0,Check-Out,22-10-2015
City Hotel,0,241,2015,October,43,19,1,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,50,0,0,Check-Out,22-10-2015
City Hotel,0,241,2015,October,43,19,1,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,50,0,0,Check-Out,22-10-2015
City Hotel,0,24,2015,September,36,3,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,80.85,0,1,Check-Out,05-09-2015
City Hotel,0,17,2015,September,36,5,2,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,69.49,0,0,Check-Out,08-09-2015
City Hotel,0,0,2015,September,37,12,2,2,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Group,114,0,0,Check-Out,16-09-2015
City Hotel,0,3,2015,September,38,19,1,1,2,0,0,BB,USA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,81,,0,Transient,120,0,0,Check-Out,21-09-2015
City Hotel,0,3,2015,September,38,19,1,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29,,0,Transient-Party,120,0,0,Check-Out,21-09-2015
City Hotel,0,1,2015,September,39,20,1,0,1,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,69,0,0,Check-Out,21-09-2015
City Hotel,0,3,2015,September,38,19,1,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,29,,0,Transient-Party,120,0,0,Check-Out,21-09-2015
City Hotel,0,3,2015,September,38,19,2,1,2,0,0,BB,USA,Corporate,Corporate,0,0,0,A,D,1,No Deposit,81,,0,Transient,120,0,0,Check-Out,22-09-2015
City Hotel,0,7,2015,September,39,21,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,109,0,0,Check-Out,23-09-2015
City Hotel,0,7,2015,September,39,21,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,109,0,0,Check-Out,23-09-2015
City Hotel,0,7,2015,September,39,21,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,109,0,0,Check-Out,23-09-2015
City Hotel,0,0,2015,September,39,22,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,117.04,0,1,Check-Out,24-09-2015
City Hotel,0,6,2015,September,39,26,0,1,1,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,69,0,0,Check-Out,27-09-2015
City Hotel,0,0,2015,September,39,26,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,180,0,0,Check-Out,27-09-2015
City Hotel,0,17,2015,September,39,26,0,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,27-09-2015
City Hotel,0,12,2015,September,39,26,1,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,200,0,1,Check-Out,28-09-2015
City Hotel,0,12,2015,September,39,26,1,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,200,0,1,Check-Out,28-09-2015
City Hotel,0,17,2015,September,39,26,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,29-09-2015
City Hotel,0,17,2015,September,39,26,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,29-09-2015
City Hotel,0,17,2015,September,39,26,2,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,30-09-2015
City Hotel,0,16,2015,September,39,25,2,3,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,30-09-2015
City Hotel,0,17,2015,September,39,26,2,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,30-09-2015
City Hotel,0,19,2015,September,40,28,1,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,B,2,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,30-09-2015
City Hotel,0,16,2015,September,39,25,2,3,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,30-09-2015
City Hotel,0,7,2015,September,40,28,1,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,30-09-2015
City Hotel,0,16,2015,September,39,25,2,3,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,170,0,0,Check-Out,30-09-2015
City Hotel,0,18,2015,October,40,2,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,82.39,0,1,Check-Out,03-10-2015
City Hotel,0,9,2015,October,41,4,2,0,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,109,0,0,Check-Out,06-10-2015
City Hotel,0,14,2015,October,41,5,1,0,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,120,0,1,Check-Out,06-10-2015
City Hotel,0,1,2015,October,41,6,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,E,A,1,No Deposit,14,,0,Transient,146,0,0,Check-Out,07-10-2015
City Hotel,0,5,2015,October,41,4,2,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,11,,0,Transient,96,0,0,Check-Out,07-10-2015
City Hotel,0,23,2015,October,41,9,0,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,90,,0,Transient,96.3,0,0,Check-Out,10-10-2015
City Hotel,0,22,2015,October,41,9,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,82.39,0,2,Check-Out,10-10-2015
City Hotel,0,0,2015,October,41,7,0,4,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,,0,Transient,159.75,0,1,Check-Out,11-10-2015
City Hotel,0,0,2015,October,41,9,0,2,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,,0,Transient,117.04,0,1,Check-Out,11-10-2015
City Hotel,0,1,2015,October,41,9,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,145,0,2,Check-Out,13-10-2015
City Hotel,0,1,2015,October,42,14,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,12,0,0,Check-Out,15-10-2015
City Hotel,0,10,2015,October,42,15,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,,0,Transient,146,0,0,Check-Out,16-10-2015
City Hotel,0,0,2015,October,43,18,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,,0,Transient,87.78,0,0,Check-Out,19-10-2015
City Hotel,0,6,2015,October,43,18,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,97.02,0,1,Check-Out,22-10-2015
City Hotel,0,7,2015,October,43,21,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,114,0,0,Check-Out,22-10-2015
City Hotel,0,7,2015,October,43,22,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,114,0,1,Check-Out,23-10-2015
City Hotel,0,11,2015,October,43,23,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,136,0,0,Check-Out,24-10-2015
City Hotel,0,3,2015,October,43,22,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Contract,114,0,1,Check-Out,25-10-2015
City Hotel,0,8,2015,October,43,20,1,5,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85,,0,Transient,85,0,0,Check-Out,26-10-2015
City Hotel,0,0,2015,October,43,23,2,2,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,96,0,0,Check-Out,27-10-2015
City Hotel,0,0,2015,November,45,1,1,0,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,,11,0,Transient,90.4,0,0,Check-Out,02-11-2015
City Hotel,0,0,2015,November,45,5,0,2,2,0,0,BB,USA,Direct,Direct,1,0,0,A,A,1,No Deposit,,,0,Transient,95,0,0,Check-Out,07-11-2015
City Hotel,0,21,2015,November,45,5,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,76,0,0,Check-Out,07-11-2015
City Hotel,0,21,2015,November,45,5,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,76,0,0,Check-Out,07-11-2015
City Hotel,0,0,2015,November,45,7,1,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Group,73.15,0,0,Check-Out,09-11-2015
City Hotel,0,12,2015,November,45,7,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,114,1,0,Check-Out,10-11-2015
City Hotel,0,2,2015,November,46,9,1,2,1,0,0,BB,USA,Complementary,Direct,0,0,0,A,A,0,No Deposit,45,,0,Group,79,0,0,Check-Out,12-11-2015
City Hotel,0,0,2015,November,46,9,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Contract,106,1,1,Check-Out,13-11-2015
City Hotel,0,0,2015,November,47,19,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,3,No Deposit,,,0,Transient,99,0,0,Check-Out,20-11-2015
City Hotel,0,70,2015,November,48,26,0,3,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Transient,46.33,0,0,Check-Out,29-11-2015
City Hotel,0,6,2015,December,49,1,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,81,0,1,Check-Out,02-12-2015
City Hotel,0,31,2015,December,51,19,0,1,2,1,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,51.97,0,1,Check-Out,20-12-2015
City Hotel,0,31,2015,December,51,19,0,1,3,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,7,,0,Transient,76.23,0,1,Check-Out,20-12-2015
City Hotel,0,83,2015,December,53,27,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,85.5,0,2,Check-Out,30-12-2015
City Hotel,0,57,2015,December,52,25,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,72.47,0,0,Check-Out,01-01-2016
City Hotel,0,52,2015,December,53,31,0,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Contract,207,1,2,Check-Out,02-01-2016
City Hotel,0,71,2015,December,53,29,0,5,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,,0,Transient,112.58,0,1,Check-Out,03-01-2016
City Hotel,0,27,2016,January,2,5,0,1,1,0,0,SC,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,,0,Transient,64.8,0,0,Check-Out,06-01-2016
City Hotel,0,80,2016,January,2,7,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,87.32,0,0,Check-Out,08-01-2016
City Hotel,0,0,2016,January,3,10,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,,0,Transient,54.02,0,0,Check-Out,11-01-2016
City Hotel,0,48,2016,January,2,8,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,84.45,0,1,Check-Out,15-01-2016
City Hotel,0,5,2016,January,3,15,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,80.3,0,2,Check-Out,18-01-2016
City Hotel,0,36,2016,January,4,19,0,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,19,,0,Transient-Party,71,0,0,Check-Out,21-01-2016
City Hotel,0,1,2016,January,3,15,2,6,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,82.45,0,1,Check-Out,23-01-2016
City Hotel,0,9,2016,January,5,29,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,,0,Transient-Party,78.25,0,1,Check-Out,31-01-2016
City Hotel,0,9,2016,February,6,3,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90,0,0,Check-Out,04-02-2016
City Hotel,0,2,2016,February,6,1,1,3,2,0,1,BB,USA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,,0,Transient,93,0,2,Check-Out,05-02-2016
City Hotel,0,15,2016,February,6,5,1,2,1,0,0,BB,USA,Corporate,Corporate,0,0,0,G,G,2,No Deposit,,183,0,Transient-Party,100,0,0,Check-Out,08-02-2016
City Hotel,0,0,2016,February,7,10,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79,0,0,Check-Out,11-02-2016
City Hotel,0,0,2016,February,7,11,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,91,0,0,Check-Out,12-02-2016
City Hotel,0,15,2016,February,7,12,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Transient,40.67,0,0,Check-Out,15-02-2016
City Hotel,0,3,2016,February,7,13,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,60.83,0,0,Check-Out,15-02-2016
City Hotel,0,87,2016,February,8,15,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,,0,Transient,62.1,0,0,Check-Out,17-02-2016
City Hotel,0,1,2016,February,8,19,0,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,,0,Transient,173,0,0,Check-Out,20-02-2016
City Hotel,0,22,2016,February,8,19,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,81,0,1,Check-Out,21-02-2016
City Hotel,0,5,2016,February,9,25,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,81,0,2,Check-Out,26-02-2016
City Hotel,0,0,2016,February,9,27,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,89,0,1,Check-Out,28-02-2016
City Hotel,0,0,2016,February,9,27,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,89,0,0,Check-Out,28-02-2016
City Hotel,0,9,2016,March,11,7,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90,0,1,Check-Out,08-03-2016
City Hotel,0,78,2016,March,11,7,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,,0,Transient,65.58,0,0,Check-Out,10-03-2016
City Hotel,0,56,2016,March,11,9,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,78.3,0,0,Check-Out,11-03-2016
City Hotel,0,3,2016,March,11,8,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,91,0,1,Check-Out,11-03-2016
City Hotel,0,44,2016,March,11,9,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,71.1,0,1,Check-Out,12-03-2016
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129,,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129,,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129,,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129,,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129,,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129,,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,129,,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129,,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129,,0,Transient-Party,42.17,0,1,Check-Out,14-03-2016
City Hotel,0,133,2016,March,11,11,1,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,129,,0,Transient-Party,74.67,0,1,Check-Out,14-03-2016
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,129,,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016
City Hotel,0,62,2016,March,11,11,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,60.29,0,1,Check-Out,14-03-2016
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129,,0,Transient-Party,84.33,0,1,Check-Out,14-03-2016
City Hotel,0,52,2016,March,12,13,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,51,0,0,Check-Out,17-03-2016
City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,79.17,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,79.17,0,0,Check-Out,22-03-2016
City Hotel,0,64,2016,March,12,18,2,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,93.5,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,79.17,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016
City Hotel,0,6,2016,March,12,19,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,177,0,1,Check-Out,22-03-2016
City Hotel,0,0,2016,March,13,26,0,1,3,0,0,SC,USA,Online TA,TA/TO,1,0,1,A,D,1,No Deposit,,,0,Transient,135,0,1,Check-Out,27-03-2016
City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,93.33,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,0,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,79.17,0,0,Check-Out,22-03-2016
City Hotel,0,5,2016,March,12,19,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,79.17,0,0,Check-Out,22-03-2016
City Hotel,0,145,2016,March,12,19,2,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,60.98,0,0,Check-Out,22-03-2016
City Hotel,0,49,2016,March,13,23,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,110,1,0,Check-Out,24-03-2016
City Hotel,0,45,2016,March,12,15,2,8,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,4,No Deposit,7,,0,Transient,217.75,0,3,Check-Out,25-03-2016
City Hotel,0,49,2016,March,12,19,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,106.25,0,1,Check-Out,25-03-2016
City Hotel,0,11,2016,March,13,24,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,182,0,2,Check-Out,26-03-2016
City Hotel,0,11,2016,March,13,24,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,161,0,1,Check-Out,26-03-2016
City Hotel,0,23,2016,March,13,25,0,1,2,1,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,14,,0,Transient,285,0,0,Check-Out,26-03-2016
City Hotel,0,0,2016,March,13,26,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,89,0,0,Check-Out,28-03-2016
City Hotel,0,0,2016,March,13,26,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,134,0,0,Check-Out,28-03-2016
City Hotel,0,39,2016,March,14,28,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117.9,0,1,Check-Out,29-03-2016
City Hotel,0,73,2016,March,14,29,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,7,,0,Transient,60.29,0,1,Check-Out,31-03-2016
City Hotel,0,2,2016,March,14,28,1,3,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,91.5,0,1,Check-Out,01-04-2016
City Hotel,0,0,2016,March,14,28,1,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,114,1,0,Check-Out,02-04-2016
City Hotel,0,0,2016,April,14,1,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,152,,0,Transient,75.42,0,0,Check-Out,03-04-2016
City Hotel,0,0,2016,April,15,3,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89,0,0,Check-Out,04-04-2016
City Hotel,0,1,2016,April,15,4,1,0,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,99,0,0,Check-Out,05-04-2016
City Hotel,0,10,2016,April,15,3,2,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89,0,1,Check-Out,05-04-2016
City Hotel,0,28,2016,April,15,6,0,1,1,0,0,BB,USA,Corporate,Corporate,0,0,0,D,F,1,No Deposit,,197,0,Transient,90,0,1,Check-Out,07-04-2016
City Hotel,0,23,2017,March,11,12,1,0,2,0,0,BB,USA,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,197,0,Transient,85,0,1,Check-Out,13-03-2017
City Hotel,0,64,2016,April,15,8,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,94.5,0,1,Check-Out,09-04-2016
City Hotel,0,3,2016,April,15,7,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,,0,Transient,185.57,0,0,Check-Out,09-04-2016
